ts,process,asap_layer,stride_tags,details
2026-06-26T09:02:02.089996+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""4ce5be86-e789-4e2a-9d97-ff914f076b25"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.090004+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""4ce5be86-e789-4e2a-9d97-ff914f076b25"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.100055+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""be0f00df-9043-4996-ab60-162f78707e29"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.100065+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""be0f00df-9043-4996-ab60-162f78707e29"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.110171+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""34f8ca79-2ddb-489d-ba15-cf014f9053a1"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.110181+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""34f8ca79-2ddb-489d-ba15-cf014f9053a1"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.120233+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""6b3d58c2-67d5-4dca-aea0-544423ffe879"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.120242+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""6b3d58c2-67d5-4dca-aea0-544423ffe879"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.129890+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.132438+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""e463619b-35a5-4746-9440-e643d066510b"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.132448+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""e463619b-35a5-4746-9440-e643d066510b"", ""amount"": 100, ""ok"": false, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.134781+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""2ac21e1b-9a41-4cd6-8a0b-d413b30e7209"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.134801+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""2ac21e1b-9a41-4cd6-8a0b-d413b30e7209"", ""amount"": 5000, ""ok"": false, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.137076+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""1522a9a1-99c2-4dee-add8-d095b5571750"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.137086+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""1522a9a1-99c2-4dee-add8-d095b5571750"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.147384+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""e5ab9e82-acb6-4a5d-82a4-1b8442a78e99"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.147407+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""e5ab9e82-acb6-4a5d-82a4-1b8442a78e99"", ""amount"": 1000, ""ok"": false, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.149557+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.151487+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.153836+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""7b80f914-8ef2-41ba-8c64-b0f780e77284"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.153855+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""7b80f914-8ef2-41ba-8c64-b0f780e77284"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.163422+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.165916+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""ec99efea-c4e8-4430-be6d-5671d9c5908b"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.165926+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""ec99efea-c4e8-4430-be6d-5671d9c5908b"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.176135+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""0da8ec08-53f2-402e-b721-53bb763e4f00"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.176158+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""0da8ec08-53f2-402e-b721-53bb763e4f00"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.186357+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""db7bc9b4-9c35-45d6-97b1-8b26c68b35d6"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.186367+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""db7bc9b4-9c35-45d6-97b1-8b26c68b35d6"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.195710+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.198047+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""9af2b259-9e62-45a7-abd6-deb211bda517"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.198056+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""9af2b259-9e62-45a7-abd6-deb211bda517"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.210170+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""2e1fcd99-9052-4f05-8ab5-436d1feba6da"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.210190+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""2e1fcd99-9052-4f05-8ab5-436d1feba6da"", ""amount"": 100, ""ok"": false, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.213534+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""b3a8efbd-ecb4-4843-a9a6-ab01f05c0293"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.213579+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""b3a8efbd-ecb4-4843-a9a6-ab01f05c0293"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.227322+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""1010491a-e2f5-4dd8-9aa2-d688f70de44f"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.227341+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""1010491a-e2f5-4dd8-9aa2-d688f70de44f"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.237900+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.239921+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.242321+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""cdfe2d3f-26e4-4988-8a86-5c7328b8827f"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.242330+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""cdfe2d3f-26e4-4988-8a86-5c7328b8827f"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.251808+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.254278+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""daef2e78-4542-42a8-8aa2-acdd8d03e428"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.254286+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""daef2e78-4542-42a8-8aa2-acdd8d03e428"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.264987+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""1f063d33-53a2-4d85-a7ac-032cb4302fa0"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.264999+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""1f063d33-53a2-4d85-a7ac-032cb4302fa0"", ""amount"": 100, ""ok"": false, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.267118+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.269087+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.270974+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.273367+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""9660bf67-0aef-457a-981d-ae6e1cb13927"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.273377+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""9660bf67-0aef-457a-981d-ae6e1cb13927"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.284355+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.286793+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""4a789649-2201-432f-86d3-3fd91617fa96"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.286802+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""4a789649-2201-432f-86d3-3fd91617fa96"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.296679+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""47d34d3e-6391-420f-b8e1-539401c8dcaa"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.296689+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""47d34d3e-6391-420f-b8e1-539401c8dcaa"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.306416+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.308411+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.310271+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.312075+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.313896+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.316199+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""1136dfe5-9e16-4e6c-b013-ccd58af8f13f"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.316207+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""1136dfe5-9e16-4e6c-b013-ccd58af8f13f"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.326191+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.328700+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""de7dd3f3-a896-4ca8-9213-01acafce012f"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.328710+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""de7dd3f3-a896-4ca8-9213-01acafce012f"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.338529+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.341291+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""d7b2fa9b-1246-489f-b2b0-919c4666e43f"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.341301+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""d7b2fa9b-1246-489f-b2b0-919c4666e43f"", ""amount"": 5000, ""ok"": false, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.343844+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""b598289e-3933-4a42-ab44-ad050a51c9ec"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.343854+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""b598289e-3933-4a42-ab44-ad050a51c9ec"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.355013+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""2c018b68-16de-49da-934e-0a64bfe1267d"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.355023+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""2c018b68-16de-49da-934e-0a64bfe1267d"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.364603+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.366516+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.369028+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""fc88fa04-8646-4172-ab78-9d54f53562ad"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.369046+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""fc88fa04-8646-4172-ab78-9d54f53562ad"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.378921+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.381644+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""eade0b1f-0bd7-40b8-a8f5-b97c9f872249"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.381653+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""eade0b1f-0bd7-40b8-a8f5-b97c9f872249"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.391364+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.393791+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""88f5468f-59ed-4712-bc60-9d775928af65"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.393800+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""88f5468f-59ed-4712-bc60-9d775928af65"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.403969+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""6954d991-87b4-460c-971a-82025b812970"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.403979+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""6954d991-87b4-460c-971a-82025b812970"", ""amount"": 5000, ""ok"": false, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.406481+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""8d0a32d9-7ed3-4567-b3ee-c8c35156483a"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.406490+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""8d0a32d9-7ed3-4567-b3ee-c8c35156483a"", ""amount"": 1000, ""ok"": false, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.408430+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.410878+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""1637e54a-254a-46c4-8d01-53c8a992f60a"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.410887+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""1637e54a-254a-46c4-8d01-53c8a992f60a"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.420421+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.422327+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.424694+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""b5b22825-339e-42f2-b185-1d6541d3fd6d"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.424702+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""b5b22825-339e-42f2-b185-1d6541d3fd6d"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.437746+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""4b3d8050-1132-4a0c-b6a8-78590e938175"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.437757+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""4b3d8050-1132-4a0c-b6a8-78590e938175"", ""amount"": 100, ""ok"": false, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.440580+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""082b519a-86da-44c2-a552-e49af826955d"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.440590+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""082b519a-86da-44c2-a552-e49af826955d"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.450835+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""2b54ad07-87e1-4117-b297-bbfc4ae2e46f"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.450845+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""2b54ad07-87e1-4117-b297-bbfc4ae2e46f"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.464983+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""615b1db8-256d-4ef0-924a-056b700a8613"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.464994+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""615b1db8-256d-4ef0-924a-056b700a8613"", ""amount"": 5000, ""ok"": false, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.466939+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.468684+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.471128+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""2c405bed-579d-4517-a998-774aadb3d441"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.471150+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""2c405bed-579d-4517-a998-774aadb3d441"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.480871+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.483614+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""cac7b5c6-c998-41b9-afc5-e7630b8fbecf"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.483624+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""cac7b5c6-c998-41b9-afc5-e7630b8fbecf"", ""amount"": 1000, ""ok"": false, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.485476+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.487875+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""229cc634-ff6d-45bb-ab0f-4e7bb113e49a"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.487885+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""229cc634-ff6d-45bb-ab0f-4e7bb113e49a"", ""amount"": 100, ""ok"": false, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.490345+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""b8a95d95-8148-49c5-b67d-9f5edf409f7e"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.490354+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""b8a95d95-8148-49c5-b67d-9f5edf409f7e"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.499813+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.501968+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.504403+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""cd619871-07cc-49cf-8f2a-2e1c07d86f65"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.504412+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""cd619871-07cc-49cf-8f2a-2e1c07d86f65"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.514631+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""dc573f71-82ae-45b3-8592-a47149a17ac0"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.514642+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""dc573f71-82ae-45b3-8592-a47149a17ac0"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.524824+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""4d1ecee4-b17a-4869-b742-2459175040cd"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.524835+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""4d1ecee4-b17a-4869-b742-2459175040cd"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.535401+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""4d856537-cae1-4213-9ff9-f1ead6a9d12f"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.535411+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""4d856537-cae1-4213-9ff9-f1ead6a9d12f"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.545736+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""d03363db-ac77-4dbf-b046-979f6daaade8"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.545747+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""d03363db-ac77-4dbf-b046-979f6daaade8"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.556056+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""9ee8a539-5022-4549-a00f-c0f7bfc9912c"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""DQN""}"
2026-06-26T09:02:02.556068+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""9ee8a539-5022-4549-a00f-c0f7bfc9912c"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""DQN""}"
